epoch,train_loss,train_nll,train_mae,val_loss,val_nll,val_mae,lr,sec
179,-1.642223,-1.642290,21.342970,6.570591,6.570591,91.694746,7.16e-05,8.2
180,-1.645490,-1.645534,21.334943,6.274643,6.274643,90.596545,7.13e-05,8.1
181,-1.645723,-1.645763,21.270191,6.141778,6.141777,92.006940,7.10e-05,9.0
182,-1.651374,-1.651409,21.082236,6.411651,6.411651,91.799974,7.07e-05,8.1
183,-1.651189,-1.651224,21.131053,6.268031,6.268031,91.334985,7.04e-05,8.1
184,-1.653265,-1.653302,21.057816,5.943698,5.943697,91.379840,7.01e-05,8.3
185,-1.649991,-1.650020,21.107762,6.048907,6.048906,92.033389,6.99e-05,8.7
186,-1.659357,-1.659386,20.797642,6.207862,6.207861,91.728260,6.96e-05,8.2
187,-1.662451,-1.662483,20.748578,5.606311,5.606311,89.909833,6.93e-05,8.8
188,-1.655739,-1.655814,20.887096,6.940371,6.940370,91.666193,6.90e-05,8.2
189,-1.664110,-1.664162,20.720541,5.789994,5.789993,90.309979,6.87e-05,8.8
190,-1.666919,-1.666952,20.590560,6.327698,6.327697,91.524759,6.84e-05,8.8
191,-1.664663,-1.664700,20.628253,6.391024,6.391023,91.181612,6.81e-05,8.8
192,-1.671644,-1.671682,20.446805,6.201477,6.201476,91.243225,6.78e-05,8.5
193,-1.672688,-1.672720,20.398545,6.671516,6.671516,92.567081,6.75e-05,9.7
194,-1.675487,-1.675516,20.396977,5.912353,5.912352,91.135481,6.72e-05,8.8
195,-1.672817,-1.672860,20.410142,6.815312,6.815311,91.125941,6.69e-05,9.0
196,-1.674387,-1.674430,20.334991,6.575525,6.575524,91.278240,6.66e-05,8.7
197,-1.681236,-1.681264,20.104997,6.719494,6.719494,91.597965,6.63e-05,8.1
198,-1.676820,-1.676862,20.311338,6.868124,6.868124,91.314874,6.60e-05,8.8
199,-1.684686,-1.684741,20.140624,6.977289,6.977289,91.766370,6.57e-05,9.2
200,-1.684157,-1.684194,20.069063,6.519505,6.519505,91.826008,6.55e-05,8.4
201,-1.686598,-1.686626,20.051236,6.341117,6.341117,90.916755,6.52e-05,10.2
202,-1.687877,-1.687906,19.961368,6.182783,6.182782,90.609215,6.49e-05,8.8
203,-1.689021,-1.689047,19.895716,6.187442,6.187442,91.279880,6.46e-05,8.3
204,-1.695249,-1.695276,19.766557,6.770046,6.770045,91.760505,6.43e-05,8.3
205,-1.689800,-1.689829,19.930141,6.790612,6.790612,91.276582,6.39e-05,8.3
206,-1.694603,-1.694627,19.763589,7.005325,7.005325,92.039595,6.36e-05,8.3
207,-1.696075,-1.696107,19.722809,6.459909,6.459909,92.115555,6.33e-05,8.1
208,-1.699237,-1.699262,19.662597,6.976530,6.976530,91.784637,6.30e-05,9.5
209,-1.703010,-1.703064,19.538304,6.544392,6.544392,91.391825,6.27e-05,8.1
210,-1.704921,-1.704946,19.496031,6.927538,6.927536,91.336805,6.24e-05,8.4
211,-1.705326,-1.705352,19.423770,7.193129,7.193128,91.512628,6.21e-05,9.3
